"MaterialName";"Category";"AdditionalNotes";"Quantity";"NVL";"BEN";"PercentComplete";"Fixture";"AssetNumber";"BEN4LPR";"CurrentState";"IndividuallyAssigned";"LamPartNumber";"LaptopAssignedBEDShift";"LaptopAssignedBENShift";"LaptopAssignedFEDShift";"LaptopAssignedFENShift";"LaptopAssignedMF";"LaptopDepartment";"RecordIDNumber";"SerialNumber";"materialPK"
"FTConsolidated32";"SWIC Cart";"Tool ID: ?
K-Key: 82012
Dock Key: 3B22";0;"";"";"";0;"";"";"Unavailable to Loan";0;"";"";"";"";"";"";"";109;"Chase: 1034020-3015-ACF7002621
ES: 1034020-2416-ACG6001099";1536
"FTConsolidated25";"SWIC Cart";"Tool ID: ?
K-Key: L69419
Dock Key: 3B12";0;"";"";"";0;"";"";"Unavailable to Loan";0;"";"";"";"";"";"";"";102;"Chase: 1034020-1317-ACH3002936
ES: 1034020-0417-ACH1002581";1537
"FTConsolidated33";"SWIC Cart";"Tool ID: ?
K-Key: L56644
Dock Key: 3A60";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";110;"Chase: 1034020-1117-ACH3002013
ES: 1034020-1117-ACH3002252";1538
"FTConsolidated26";"SWIC Cart";"Tool ID: F9B616A79E
K-Key: L46697
Dock Key: 3B23

Issued to floor as temp ergo";1;"";"2209471A";"78T";0;"";"2209471A";"Cleanroom Item";0;"";"";"";"";"";"";"";103;"Chase: 1034020-1217-ACH3002918
ES: 1034020-0417-ACH1001960";1539
"FinalTest02";"SWIC Cart";"K-Key: L51677
Dock Key: 3A38
";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";54;"Chase: 116636-1312-1767805";1540
"FTConsolidated34";"SWIC Cart";"Tool ID: ?
K-Key: L49515
Dock Key: 3B61";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";114;"Chase: 1034020-0316-ACG1002213
ES Unit 1: 1034020-4317-ACHA003884";1541
"HVMERGO-306";"SWIC Cart";"Dock key A1636

This is at Bldg L";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";848;"Ergo SN 1333064-0075
Monitor#1 SN 6CM907070V
Monitor#2 SN  6CM90707RD
";1542
"FTConsolidated27";"SWIC Cart";"Tool ID: ?
K-Key: L61683
Dock Key: 3B06";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";104;"Chase: 1034020-1517-ACH4001209
ES: ?";1543
"FinalTest03";"SWIC Cart";"K-Key: L57646
Dock Key: 3B92
";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";55;"Chase: 1034020-1117-ACH3002143";1544
"FTConsolidated35";"SWIC Cart";"K-Key: L58468
Dock Key: 3B10";0;"";"";"";0;"";"";"Unavailable to Loan";0;"";"";"";"";"";"";"";63;"Chase: 1034020-1117-ACH3002147
ES: 1034020-0321-ACL1002135";1545
"FTConsolidated36";"SWIC Cart";"K-Key: L52168
Dock Key: 3A96
";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";56;"Chase: 1034020-1217-ACH3002911
ES: 1034020-1217-ACH3002911";1546
"HVMERGO-307";"SWIC Cart";"";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";849;"";1547
"FinalTest05";"SWIC Cart";"K-Key: L58466
Dock Key: 3B42";0;"";"2188611A";"76T";0;"";"2188611A";"Unavailable to Loan";0;"";"";"";"";"";"";"";57;"Chase: 1034020-0617-ACH2001144";1548
"FTConsolidated37";"SWIC Cart";"Tool ID: ?
K-Key: L52408
Dock Key: 3A65";0;"";"2255581A";"53T";0;"";"2255581A";"Unavailable to Loan";0;"";"";"";"";"";"";"";112;"Chase: 1034020-0316-ACG1002205
ES: 1034020-2117-ACH5001917";1549
"FTConsolidated28";"SWIC Cart";"Tool ID: ?
K-Key: L41660
Dock Key: 3B18";0;"";"";"";0;"";"";"Unavailable to Loan";0;"";"";"";"";"";"";"";105;"Chase: 1034020-1317-ACH3002941
ES: 1034020-0417-ACH1002579";1550
"HVMERGO-308";"SWIC Cart";"";0;"";"";"";0;"";"";"Retired/Out of Service";0;"";"";"";"";"";"";"";851;"Disassembled.";1551
"FinalTest06";"SWIC Cart";"K-Key: XH1690
Dock Key: 3A69";0;"";"";"";0;"";"";"Unavailable to Loan";0;"";"";"";"";"";"";"";58;"Chase: 1034020-1917-ACH5000401";1552
"FTConsolidated38";"SWIC Cart";"K-Key: L49366
Dock Key: 3A03
";0;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";73;"Chase: 1034020-1117-ACH3002006
ES: 1034020-1017-ACH3000748";1553
"FTConsolidated29";"SWIC Cart";"Tool ID: ?
K-Key: L62073
Dock Key: 3B47";0;"";"";"";0;"";"";"Unavailable to Loan";0;"";"";"";"";"";"";"";106;"Chase: 1034020-1917-ACH5000400
ES: 1034020-2017-ACH5001548";1554
"FTConsolidated39";"SWIC Cart";"K-Key: L49332
Dock Key: 3B30";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";59;"Chase: 1034020-1917-ACH5000407
ES: 1034020-1117-ACH3002257";1555
"HVMERGO-310";"SWIC Cart";"This is at Javelin Storage";0;"";"";"";0;"";"";"On Loan Offsite";0;"";"";"";"";"";"";"";852;"";1556
"FTConsolidated30";"SWIC Cart";"Tool ID: ?
K-Key: L44458
Dock Key: 3A60";0;"";"";"";0;"";"";"In GIS for Repair";0;"";"";"";"";"";"";"";107;"Chase: 1034020-1917-ACH5000825
ES: 1034020-2017-ACH5001539

On loan to William F for testing. ";1557
"FinalTest08";"SWIC Cart";"K-Key: L51256
Dock Key: 3B05

Loaned to BLDG Q";0;"";"";"";0;"";"";"Unavailable to Loan";0;"";"";"";"";"";"";"";60;"Chase: 1034020-0617-ACH2001148";1558
"FTConsolidated40";"SWIC Cart";"Tool ID: ?
K-Key: L43515
Dock Key: 3B96

Issued to floor as temp ergo";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";111;"Chase: 1034020-1917-ACH5000404";1559
"HVMERGO-311";"SWIC Cart";"This is at Javelin Storage";0;"";"";"";0;"";"";"On Loan Offsite";0;"";"";"";"";"";"";"";853;"";1560
"FTConsolidated31";"SWIC Cart";"Tool ID: ?
K-Key: 82129
Dock Key: 3A22

Rick Horner is using this for training";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";108;"Chase: 1034020-2016-ACG5001788
ES: 1034020-2416-ACG6001087";1561
"FTConsolidated41";"SWIC Cart";"K-Key: ?
Dock Key: ?

Was FinalTest25 - Key were not located. ";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";77;"Chase: 1034020-3015-ACF7002622
ES: 1034020-3015-ACF7002564";1562
"FinalTest10";"SWIC Cart";"K-Key: L51675
Dock Key: 3A70
";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";62;"Chase: 1034020-4216-ACGA002125";1563
"FTConsolidated42";"SWIC Cart";"K-Key: L62179
Dock Key: ?

Used to be FinalTest15. 
Issued to floor as temp ergo";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";67;"Chase: 1034020-4016-ACGA000019
ES: 1034020-117-ACH3002012";1564
"HVMERGO-312";"SWIC Cart";"Dock Number- C4073
K-Key- X86284
Dock Key- 8A07

Building L Ergo";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";2227;"";1565
"FinalTest12";"SWIC Cart";"K-Key: L57649
Dock Key: 3B23";0;"";"2182461B";"80A";0;"";"2182461B";"Unavailable to Loan";0;"";"";"";"";"";"";"";64;"Chase: 1034020-1017-ACH3000750";1566
"FTConsolidated43";"SWIC Cart";"K-Key: L58224
Dock Key: 3A38

Used to be FinalTest09";0;"";"";"";0;"";"";"Unavailable to Loan";0;"";"";"";"";"";"";"";61;"Chase: 1034020-1017-ACH3000756
ES : 1034020-2117-ACH5001920";1567
"FTConsolidated44";"SWIC Cart";"K-Key: L64173
Dock Key: ?";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";70;"Chase: 1034020-4216-ACGA002124
ES: 1034020-4521-ACLB000324";1568
"HVMERGO-313";"SWIC Cart";"Dock Number- C4348
Dock Key- 8A34
Cable Key- L65291

Building L Ergo";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";2226;"";1569
"FTDisplay01";"SWIC Spare Device";"";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";134;"";1570
"HVMERGO-314";"SWIC Cart";"Dock Key: 3B39
Cable Lock: L55641";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2311;"";1571
"FTDisplay02";"SWIC Spare Device";"";0;"";"";"";0;"";"";"Unavailable to Loan";0;"";"";"";"";"";"";"";135;"";1572
"SIF5";"Spindle Fixture";"";1;"";"";"";1;"";"";"Available to Loan";0;"857-325983-001";"";"";"";"";"";"";1484;"";1573
"FTDisplay03";"SWIC Spare Device";"K-Key: L42428
Dock Key: 3B74
This is at Javelin Storage";0;"";"";"";0;"";"";"On Loan Offsite";0;"";"";"";"";"";"";"";136;"";1574
"HVMERGO-315";"SWIC Cart";"Dock Key: 3B79
Cable Lock: L58255";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2312;"";1575
"Super NUC 022";"SWIC Cart";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2303;"";1576
"SIF6";"Spindle Fixture";"";0;"";"2188611B";"49T";1;"";"2188611B";"Unavailable to Loan";0;"857-325983-001";"";"";"";"";"";"";1485;"";1577
"FTDisplay04";"SWIC Spare Device";"K-Key: L59557
Dock Key: 3A20";0;"";"";"";0;"";"";"On Loan Offsite";0;"";"";"";"";"";"";"";137;"";1578
"Super NUC 023";"SWIC Cart";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2304;"";1579
"HVMERGO-316";"SWIC Cart";"Dock Key: 8B13
Cable Lock: L68299";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2313;"";1580
"SIF7";"Spindle Fixture";"";1;"";"";"";1;"";"";"Available to Loan";0;"857-325983-001";"";"";"";"";"";"";1486;"";1581
"FTERGO Singlestation supervisor";"SWIC Cart";"K-Key: L45193
Dock Key: 3A63";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";20;"";1582
"Super NUC 024";"SWIC Cart";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2305;"";1583
"SIF8";"Spindle Fixture";"";1;"";"";"";1;"";"";"Available to Loan";0;"857-325983-001";"";"";"";"";"";"";1487;"";1584
"FTERGO-01";"SWIC Cart";"K-Key: L63650
Dock Key: 3A40";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";9;"";1585
"HVMERGO-40";"SWIC Cart";"";0;"";"";"";0;"";"";"On Loan Offsite";0;"";"";"";"";"";"";"";847;"";1586
"Super NUC 025";"SWIC Cart";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2306;"";1587
"FTERGO-02";"SWIC Cart";"K-Key: L45121
Dock Key: 3B68";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";10;"";1588
"Super NUC 101";"SWIC Cart";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2307;"";1589
"SK 01-01";"Spindle Screw Kits";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";864;"";1590
"HVMERGO-52";"SWIC Cart";"";0;"";"";"";0;"";"";"In DOS for Repair";0;"";"";"";"";"";"";"";840;"";1591
"FTERGO-03";"SWIC Cart";"K-Key: L54616
Dock Key: 3A36";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";11;"";1592
"Super NUC 102";"SWIC Cart";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2308;"";1593
"SK 01-02";"Spindle Screw Kits";"";0;"";"";"";0;"";"";"Missing/Lost";0;"";"";"";"";"";"";"";1243;"Missing during Audit on 1/11/22";1594
"FTERGO-04";"SWIC Cart";"K-Key: L45397
Dock Key: 3A57";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";12;"";1595
"Super NUC 103";"SWIC Cart";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2309;"";1596
"HVMERGO-57";"SWIC Cart";"";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";846;"";1597
"SK 01-03";"Spindle Screw Kits";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1667;"";1598
"FTERGO-05";"SWIC Cart";"K-Key: L46519
Dock Key: 3B03";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";13;"";1599
"Supervisor Station #2";"SWIC Cart";"K-Key: L62116
Dock Key: 8A88
Key Chain # 108 
";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";1579;"";1600
"SK 01-04";"Spindle Screw Kits";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";865;"";1601
"FTERGO-06";"SWIC Cart";"K-Key: L55013
Dock Key: 3A10";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";14;"1299786-0006";1602
"HVMERGO-8";"SWIC Cart";"";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";845;"";1603
"SK 01-05";"Spindle Screw Kits";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1668;"";1604
"FTERGO-07";"SWIC Cart";"K-Key: L46362
Dock Key: 3A25";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";15;"";1605
"HVMERGO-87";"SWIC Cart";"";0;"";"";"";0;"";"";"On Loan Offsite";0;"";"";"";"";"";"";"";843;"";1606
"SK 01-06";"Spindle Screw Kits";"";1;"";"2092111D";"21T";0;"";"2092111D";"Unavailable to Loan";0;"";"";"";"";"";"";"";866;"";1607
"FTERGO-08";"SWIC Cart";"K-Key: L55071
Dock Key: 3A49";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";16;"";1608
"HVMERGO-92";"SWIC Cart";"This is at Javelin Storage";0;"";"";"";0;"";"";"On Loan Offsite";0;"";"";"";"";"";"";"";854;"";1609
"SK 01-07";"Spindle Screw Kits";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";867;"";1610
"FTERGO-09";"SWIC Cart";"K-Key: ?
Dock Key: 3B13";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";17;"";1611
"SK 01-08";"Spindle Screw Kits";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";868;"";1612
"HVMERGO-97";"SWIC Cart";"";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";842;"";1613
"FTERGO-10";"SWIC Cart";"K-Key: L41031
Dock Key: 3A92";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";18;"";1614
"SK 01-11";"Spindle Screw Kits";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";869;"";1615
"FTERGO-11";"SWIC Cart";"K-Key: L66232
Dock Key: 3A12";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";19;"";1616
"Inficon Sniffer";"Other (Please describe)";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2153;"";1617
"SK 01-12";"Spindle Screw Kits";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";870;"";1618
"FTERGO-12";"SWIC Cart";"K-Key: L61687
Dock Key: 3B01";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";21;"";1619
"SK 02-01";"Spindle Screw Kits";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1166;"";1620
"Inficon Sniffer Probe #4";"Leak Checker";"";0;"";"2201521A";"99T";0;"";"2201521A";"Unavailable to Loan";0;"";"";"";"";"";"";"";326;"";1621
"SWIC USB 01";"SWIC Thumb Drive";"MIA";0;"";"2163551A";"CRT";0;"";"2163551A";"Missing/Lost";0;"";"";"";"";"";"";"";288;"";1622
"FTERGO-13";"SWIC Cart";"K-Key: L52191
Dock Key: 3B39";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";22;"";1623
"SK 02-02";"Spindle Screw Kits";"";0;"";"";"";0;"";"";"Unavailable to Loan";0;"";"";"";"";"";"";"";811;"";1624
"SWIC USB 03";"SWIC Thumb Drive";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";290;"";1625
"FTERGO-14";"SWIC Cart";"K-Key: L62174
Dock Key: 3B47
Note: Broken Ground Prong";0;"";"";"";0;"";"";"In DOS for Repair";0;"";"";"";"";"";"";"";23;"";1626
"JavelinPallet001 (Plugout Lockout Devices)";"Other (Please describe)";"This is a pallet that is at Javelin storage. It contains 143 of the plugout lockout yellow loto devices. ";0;"";"";"";0;"";"";"On Loan Offsite";0;"";"";"";"";"";"";"";1620;"";1627
"SK 02-03";"Spindle Screw Kits";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";822;"";1628
"FTERGO-15";"SWIC Cart";"K-Key: L52166
Dock Key: 3A81";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";24;"";1629
"SWIC USB 04";"SWIC Thumb Drive";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";289;"";1630
"SK 02-04";"Spindle Screw Kits";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1008;"";1631
"L-38";"SWIC-Supported GIS Laptop";"";1;"";"";"";0;"A204989";"";"Cleanroom Item";0;"";"Traci Tafelmeyer <62359947.bsxz>";"";"";"";"";"";1497;"PC0GDYH6";1632
"FTERGO-16";"SWIC Cart";"K-Key: l42092
Dock Key: 3B03";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";25;"";1633
"SWIC USB 05";"SWIC Thumb Drive";"Unable to locate";0;"";"";"";0;"";"";"Missing/Lost";0;"";"";"";"";"";"";"";334;"";1634
"SK 02-05";"Spindle Screw Kits";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";367;"";1635
"SWIC USB 07";"SWIC Thumb Drive";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";927;"";1636
"FTERGO-17";"SWIC Cart";"K-Key: L42124
Dock Key: 3B44";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";26;"";1637
"SK 02-06";"Spindle Screw Kits";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";871;"";1638
"LC1";"Leak Checker";"UL3000";0;"";"2206261B";"97T";0;"";"2206261B";"Unavailable to Loan";0;"";"";"";"";"";"";"";1051;"";1639
"SWIC USB 08";"SWIC Thumb Drive";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";335;"";1640
"FTERGO-18";"SWIC Cart";"K-Key: L52402
Dock Key: 3B07";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";27;"";1641
"SK 02-08";"Spindle Screw Kits";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";860;"";1642
"SWIC USB 09";"SWIC Thumb Drive";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";333;"";1643
"FTERGO-19";"SWIC Cart";"K-Key: L62293
Dock Key: 3B10";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";28;"";1644
"LC10";"Leak Checker";"Filter service completed.";0;"";"2059631B";"CRT";0;"";"2059631B";"Unavailable to Loan";0;"";"";"";"";"";"";"";965;"";1645
"SK 02-09";"Spindle Screw Kits";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";873;"";1646
"SWIC USB 10";"SWIC Thumb Drive";"Unable to locate";0;"";"";"";0;"";"";"Missing/Lost";0;"";"";"";"";"";"";"";336;"";1647
"FTERGO-20";"SWIC Cart";"K-Key: L42279
Dock Key: 3A96";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";29;"";1648
"LC11";"Leak Checker";"Fore Pump Expired.";0;"";"";"";0;"";"";"In DOS for Repair";0;"";"";"";"";"";"";"";1054;"";1649
"SK 02-10";"Spindle Screw Kits";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";874;"";1650
"SWIC USB 100";"SWIC Thumb Drive";"Only for Sabre 300, Op 8295 (HMI Setup). CL 9088

Retired + replaced with USB101 as this USB would come lose from the casing and get stuck in USB ports.";0;"";"";"";0;"";"";"Retired/Out of Service";0;"";"";"";"";"";"";"";920;"";1651
"FTERGO-21";"SWIC Cart";"K-Key: ?
Dock Key: ?";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";30;"";1652
"SK 02-11";"Spindle Screw Kits";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";875;"";1653
"SWIC USB 101";"SWIC Thumb Drive";"Only for Sabre 300, Op 8295 (HMI Setup). CL 9088";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1629;"";1654
"FTERGO-22";"SWIC Cart";"K-Key: L42189
Dock Key: 3A59
";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";31;"";1655
"LC16";"Leak Checker";"UL5000";0;"";"2231681B";"93T";0;"";"2231681B";"Unavailable to Loan";0;"";"";"";"";"";"";"";1623;"";1656
"SK 02-12";"Spindle Screw Kits";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";876;"";1657
"SWIC USB 102";"SWIC Thumb Drive";"Only for Sabre 300, Op 8295 (HMI Setup). CL 9088";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2240;"";1658
"FTERGO-24";"SWIC Cart";"K-Key: L42159
Dock Key: 3A36";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";32;"";1659
"LC17";"Leak Checker";"No Vacuum Hose.

GOOD
Last Pumped Down to 1 x 10 E10 - (6/28/19)
";0;"";"2211391A";"GT";0;"";"2211391A";"Unavailable to Loan";0;"";"";"";"";"";"";"";1057;"";1660
"SWIC USB 11";"SWIC Thumb Drive";"";0;"";"";"";0;"";"";"On Loan Offsite";0;"";"";"";"";"";"";"";900;"";1661
"SK 02-13";"Spindle Screw Kits";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";358;"";1662
"FTERGO-25";"SWIC Cart";"K-Key: L52258
Dock Key: 3B93";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";33;"";1663
"SWIC USB 12";"SWIC Thumb Drive";"";0;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";937;"";1664
"SK 02-14";"Spindle Screw Kits";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";877;"";1665
"FTERGO-26";"SWIC Cart";"K-Key: L62202
Dock Key: 3B53";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";34;"";1666
"LC18";"Leak Checker";"Loud grinding noise.";0;"";"2135561C";"CRT";0;"";"2135561C";"Unavailable to Loan";0;"";"";"";"";"";"";"";1058;"";1667
"SWIC USB 13";"SWIC Thumb Drive";"";0;"";"Not working/Functioning ";"";0;"";"Not working/Functioning ";"In DOS for Repair";0;"";"";"";"";"";"";"";352;"";1668
"FTERGO-27";"SWIC Cart";"K-Key: L51675
Dock Key: 3A38";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";35;"";1669
"SK 02-15";"Spindle Screw Kits";"";0;"";"2158281A";"90P";0;"";"2158281A";"Unavailable to Loan";0;"";"";"";"";"";"";"";878;"";1670
"SWIC USB 14";"SWIC Thumb Drive";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";935;"Gorilla Drive Mini
";1671
"LC19";"Leak Checker";"";0;"";"2082401A";"CRT";0;"";"2082401A";"Unavailable to Loan";0;"";"";"";"";"";"";"";941;"";1672
"FTERGO-28";"SWIC Cart";"K-Key: ?
Dock Key: ?";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";36;"";1673
"SK 02-16";"Spindle Screw Kits";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";879;"";1674
"SWIC USB 15";"SWIC Thumb Drive";"";0;"";"";"";0;"";"";"Missing/Lost";0;"";"";"";"";"";"";"";934;"";1675
"FTERGO-29";"SWIC Cart";"K-Key: ?
Dock Key: B1598

Sent over to bldg L 
";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";37;"Ergo SN 1307113-0032
Monitor#1 SN  6CM907076V
Monitor#2 SN 6CM907076T
";1676
"SK 02-17";"Spindle Screw Kits";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";880;"";1677
"LC2";"Leak Checker";"";0;"";"1983381D";"CRT";0;"";"1983381D";"In DOS for Repair";0;"";"";"";"";"";"";"";1052;"";1678
"SWIC USB 16";"SWIC Thumb Drive";"Gorilla Drive Mini
";0;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";936;"";1679
"FTERGO-30";"SWIC Cart";"K-Key: ?
Dock Key: ?";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";38;"";1680
"SK 02-18";"Spindle Screw Kits";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";881;"";1681
"SWIC USB 17";"SWIC Thumb Drive";"4 gb flash drive";0;"";"";"";0;"";"";"Missing/Lost";0;"";"";"";"";"";"";"";1604;"";1682
"FTERGO-31";"SWIC Cart";"K-Key: L52079
Dock Key: 3B18";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";39;"";1683
"LC20";"Leak Checker";"**Exhaust Filter Service Due**

No Vacuum Hose.

GOOD
Last Pumped Down to 1 x 10 E10 - (6/28/19)
";0;"";"";"";0;"";"";"In DOS for Repair";0;"";"";"";"";"";"";"";1053;"";1684
"SWICVPM01";"SWIC Cart";"K-Key: ?
Dock Key: ?

Saiyid - Project";0;"";"";"";0;"";"";"In DOS for Repair";0;"";"";"";"";"";"";"";122;"Chase: ?
EC: ?";1685
"SK 02-19";"Spindle Screw Kits";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";359;"";1686
"FTERGO-32";"SWIC Cart";"K-Key: L52475
Dock Key: 3B57";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";40;"";1687
"SK 02-20";"Spindle Screw Kits";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";882;"";1688
"SWICVPM02";"SWIC Cart";"K-Key: ?
Dock Key: ?

Will not boot as of 3/23/21";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";123;"Chase: ?
EC: ?";1689
"LC26";"Leak Checker";"No Vacuum Hose.

GOOD
Last Pumped Down to 1 x 10 E10 - (6/28/19)
";0;"";"2118852B";"95P";0;"";"2118852B";"Unavailable to Loan";0;"";"";"";"";"";"";"";813;"";1690
