"MaterialName";"Category";"AdditionalNotes";"Quantity";"NVL";"BEN";"PercentComplete";"Fixture";"AssetNumber";"BEN4LPR";"CurrentState";"IndividuallyAssigned";"LamPartNumber";"LaptopAssignedBEDShift";"LaptopAssignedBENShift";"LaptopAssignedFEDShift";"LaptopAssignedFENShift";"LaptopAssignedMF";"LaptopDepartment";"RecordIDNumber";"SerialNumber";"materialPK"
"A310626";"SWIC-Supported GIS Laptop";"T490";0;"";"";"";0;"A310626";"";"Unavailable to Loan";1;"";"";"";"";"Jesse Crew <60342024.buhg>";"";"Final Test";386;"";1091
"Assembly-142";"SWIC-Supported GIS Laptop";"T460
";1;"";"";"";0;"205772";"";"Cleanroom Item";0;"";"";"Raed Alturaif <62692648.de7t>";"";"";"";"Assembly";441;"";1092
"A306566";"SWIC-Supported GIS Laptop";"T490
";0;"";"";"";0;"A306566";"";"Unavailable to Loan";1;"";"";"";"";"Christian Wong <60343616.d2ci>";"";"DOS";1294;"";1093
"Assembly-143";"SWIC-Supported GIS Laptop";"FED Jose Nicolas";1;"";"";"";0;"A205882";"";"Cleanroom Item";0;"";"";"";"Jose San Nicolas <62406728.dzig>";"";"";"Assembly";1006;"";1094
"A310638";"SWIC-Supported GIS Laptop";"T490";0;"";"";"";0;"A310638";"";"Unavailable to Loan";1;"";"";"";"Jeff Burton <60590952.b5pz>";"";"";"Assembly";1431;"";1095
"A306567";"SWIC-Supported GIS Laptop";"T490";0;"";"";"";0;"A306567";"";"Unavailable to Loan";1;"";"James Stallkamp <62249530.z7i8>";"";"";"";"";"DOS";1292;"";1096
"Assembly-144";"SWIC-Supported GIS Laptop";"T440";0;"";"";"";0;"A201601";"";"Missing/Lost";0;"";"";"";"";"";"";"Final Test";506;"";1097
"A310639";"SWIC-Supported GIS Laptop";"T490";0;"";"";"";0;"A310639";"";"Unavailable to Loan";1;"";"";"";"";"Brandon Westby <60342223.4m3k>";"";"Assembly";1416;"";1098
"A306568";"SWIC-Supported GIS Laptop";"T490 - used as personally assigned laptops only";0;"";"";"";0;"A306568";"";"Unavailable to Loan";1;"";"";"";"Tim Fitzpatrick <58851937.dr73>";"";"";"";1291;"";1099
"Assembly-145";"SWIC-Supported GIS Laptop";"T460";1;"";"";"";0;"A205779";"";"Cleanroom Item";0;"";"";"Kacey Markus <62604614.ht32>";"Chance Stamps <63201755.b5g6>";"";"";"Assembly";427;"";1100
"A310662";"SWIC-Supported GIS Laptop";"T490";0;"";"";"";0;"A310662";"";"Unavailable to Loan";1;"";"";"Crystal Clifford <62366650.9byx>";"";"";"";"Assembly";1452;"";1101
"Assembly-171";"SWIC-Supported GIS Laptop";"T460

";1;"";"";"";0;"A3000004";"";"Cleanroom Item";0;"";"Kyle Cabalitasan <62214811.w33c>";"Kristlyn Steel <62387598.chff>";"";"Gemma Coyle <61867032.gypd>";"";"Assembly";434;"";1102
"A306723";"SWIC-Supported GIS Laptop";"T460
";1;"";"";"";0;"A306723";"";"Available to Loan";0;"";"";"";"";"";"";"";1449;"PC-0H92WB";1103
"Assembly-146";"SWIC-Supported GIS Laptop";"T470
";0;"";"";"";0;"301186";"";"Cleanroom Item";0;"";"";"";"Emalee Denhem <62225064.beju>";"";"";"Assembly";1308;"";1104
"A310664";"SWIC-Supported GIS Laptop";"T490";0;"";"";"";0;"A310664";"";"Unavailable to Loan";1;"";"";"Gregory Castaneda <60340256.4ss7>";"";"";"";"Final Test";1466;"MJ0D117H";1105
"Assembly-172";"SWIC-Supported GIS Laptop";"T460";1;"";"";"";0;"A205473";"";"Cleanroom Item";0;"";"";"";"";"";"";"Assembly";967;"pc0jg2ru";1106
"A310665";"SWIC-Supported GIS Laptop";"T490";0;"";"";"";0;"A310665";"";"Unavailable to Loan";1;"";"Mike Daus <60527931.efdw>";"";"";"";"";"Final Test";1465;"MJ0D1184";1107
"Assembly-147";"SWIC-Supported GIS Laptop";"T460

";0;"";"";"";0;"A205477";"";"Missing/Lost";0;"";"Josh Smith <62213584.dqvn>";"Matt Guedea <62229545.dq2c>";"";"Brody Yarbor <60343923.e2y4>";"";"Assembly";429;"";1108
"A310666";"SWIC-Supported GIS Laptop";"T490";0;"";"";"";0;"A310666";"";"Unavailable to Loan";1;"";"";"Adam Smith <60340251.bavm>";"";"";"";"Assembly";1451;"";1109
"Assembly-148";"SWIC-Supported GIS Laptop";"T460
";1;"";"";"";0;"A204906";"";"Cleanroom Item";0;"";"Brandon Roberts <62075806.cryh>";"Russell Cline <62378132.cyvc>";"";"Aloyis Pitkin <63021912.dzuz>";"";"Assembly";463;"";1110
"A310669";"SWIC-Supported GIS Laptop";"T490";0;"";"";"";0;"A310669";"";"Unavailable to Loan";1;"";"Dillon Heater <60341362.b4v9>";"";"";"";"";"Assembly";1454;"";1111
"Assembly-173";"SWIC-Supported GIS Laptop";"";1;"";"";"";0;"3000018";"";"Cleanroom Item";0;"";"Logan Brown Brown <62248894.bs6x>";"";"";"";"";"Assembly";1522;"pc0lfzey";1112
"A310670";"SWIC-Supported GIS Laptop";"T490";0;"";"";"";0;"A310670";"";"Unavailable to Loan";1;"";"Kazuhiro Fujino <60340287.c665>";"";"";"";"";"";1482;"MJ0D117J";1113
"Assembly-149";"SWIC-Supported GIS Laptop";"T460
";1;"";"";"";0;"A3000044";"";"Cleanroom Item";0;"";"Jacob Clark <62516247.bsec>";"";"Ibraheem Hussein Mohammed <62234262.b88s>";"";"";"Assembly";1298;"Will bring back on Wednesday 1/13";1114
"Assembly-174";"SWIC-Supported GIS Laptop";"";1;"";"";"";0;"A301176";"";"Cleanroom Item";0;"";"Daniel Scharton <62587670.43yb>";"";"Derek Roberts <60353456.c6md>";"";"";"Assembly";1145;"PF0U5YN4";1115
"A310671";"SWIC-Supported GIS Laptop";"T490";0;"";"";"";0;"A310671";"";"Unavailable to Loan";1;"";"";"Mitchell Lewis <58545523.bncf>";"";"";"";"Final Test";1474;"MJ0D118G";1116
"A310693";"SWIC-Supported GIS Laptop";"T490";0;"";"";"";0;"A310693";"";"Unavailable to Loan";1;"";"";"";"";"";"Scot Lee <60343907.dbn6>";"Assembly";1446;"";1117
"Assembly-175";"SWIC-Supported GIS Laptop";"";1;"";"";"";0;"204262";"";"Cleanroom Item";0;"";"Logan Brown Brown <62248894.bs6x>";"";"";"";"";"Assembly";1523;"";1118
"A310695";"SWIC-Supported GIS Laptop";"T490
Was returned to GIS, some permissions where not set making it unusable. GIS replaced it with 310670";0;"";"";"";0;"A310695";"";"In GIS for Repair";0;"";"";"";"";"";"";"Final Test";1473;"MJ0D10GT";1119
"Assembly-176";"SWIC-Supported GIS Laptop";"T460";1;"";"";"";0;"A204995";"";"Cleanroom Item";0;"";"Justin Richmond <62996774.c2m3>";"";"Ryan Bunch <62561590.b5ee>";"";"";"Assembly";563;"PC0GDYH7";1120
"Assembly-177";"SWIC-Supported GIS Laptop";"T460";1;"";"";"";0;"A205741";"";"Cleanroom Item";0;"";"";"Russell Cline <62378132.cyvc>";"";"";"";"Assembly";590;"";1121
"A310696";"SWIC-Supported GIS Laptop";"T490";0;"";"";"";0;"A310696";"";"Unavailable to Loan";1;"";"";"";"";"";"Chris Noel <60341827.bmm9>";"Final Test";382;"MJ0D117X";1122
"Assembly-178";"SWIC-Supported GIS Laptop";"T470";0;"";"";"";0;"A301158";"";"Missing/Lost";0;"";"";"";"";"";"";"Assembly";452;"";1123
"A310697";"SWIC-Supported GIS Laptop";"T490";1;"";"";"";0;"A310697";"";"Cleanroom Item";1;"";"";"";"";"Aleksey Milekhin <60342175.d9ed>";"";"Assembly";1460;"";1124
"Assembly-179";"SWIC-Supported GIS Laptop";"T460";0;"";"";"";0;"A205936";"";"Cleanroom Item";0;"";"";"";"";"";"";"Assembly";422;"";1125
"A310709";"SWIC-Supported GIS Laptop";"";0;"";"";"";0;"A310709";"";"Unavailable to Loan";1;"";"";"";"Alisa Petersen <61742895.b4sz>";"";"";"Assembly";1549;"";1126
"A310712";"SWIC-Supported GIS Laptop";"T490";0;"";"";"";0;"A310712";"";"Unavailable to Loan";1;"";"";"";"Kenny Cardoza <58851935.bwjx>";"";"";"Final Test";385;"";1127
"ASSEMBLY-201";"SWIC-Supported GIS Laptop";"T460
";0;"";"";"";0;"205754";"";"Cleanroom Item";0;"";"Heather Miller <61836464.bit4>";"";"Shaon Aitchison <63455808.c7v2>";"Cadi Racinez Maclovio <60342193.duw7>";"";"Assembly";969;"pc0jwcu0";1128
"A310715";"SWIC-Supported GIS Laptop";"T490";0;"";"";"";0;"A310715";"";"Unavailable to Loan";1;"";"";"Norman Dennis <59828636.jjfd>";"";"";"";"Assembly";1458;"";1129
"A306727";"SWIC-Supported GIS Laptop";"P53";0;"";"";"";0;"A306727";"";"Unavailable to Loan";1;"";"";"";"";"Darius Tosa <60342076.dt5s>";"";"Final Test";1275;"";1130
"Assembly-150";"SWIC-Supported GIS Laptop";"T440

Won't connect to internet
";1;"";"";"";0;"201626";"";"Cleanroom Item";0;"";"Vidal Martin Juan <62260275.63ax>";"";"George Davenport <62615085.bbzr>";"";"";"Assembly";383;"";1131
"Assembly-202";"SWIC-Supported GIS Laptop";"T460
";1;"";"";"";0;"A205889";"";"Cleanroom Item";0;"";"Carrie Cichy <62420622.3d2r>";"";"";"Esperanza Martinez <62640429.tet7>";"";"Assembly";439;"";1132
"A310393";"SWIC-Supported GIS Laptop";"T490";0;"";"";"";0;"A310393";"";"Unavailable to Loan";1;"";"";"";"";"";"Javier Limones <58394916.didv>";"Final Test";1367;"PF1CKTN2";1133
"Assembly-151";"SWIC-Supported GIS Laptop";"T460";1;"";"";"";0;"3000031";"";"Cleanroom Item";0;"";"";"Deontay Holding <60594570.bnjs>";"";"";"";"Assembly";1448;"PC0LFZMB";1134
"Assembly-203";"SWIC-Supported GIS Laptop";"T460";0;"";"";"";0;"A205753";"";"Cleanroom Item";0;"";"Matthew Chatwin <61904864.dpbb>";"";"";"";"";"Assembly";440;"";1135
"A310716";"SWIC-Supported GIS Laptop";"T490";0;"";"";"";0;"A310716";"";"Unavailable to Loan";1;"";"Keith Haynes <60340247.dmax>";"";"";"";"";"Assembly";1457;"";1136
"A310394";"SWIC-Supported GIS Laptop";"T490";0;"";"";"";0;"A310394";"";"Unavailable to Loan";1;"";"";"Michael Robertson <61869971.di48>";"";"";"";"Assembly";1394;"";1137
"Assembly-152";"SWIC-Supported GIS Laptop";"T460";1;"Joceline Rios";"";"";0;"A206846";"";"Cleanroom Item";0;"";"Sean Farides <61904761.bqhr>";"Matt Guedea <62994959.chee>";"Halle Johnson <62001093.rbn2>";"Tony Ferrara <63080571.cqry>";"";"Assembly";377;"";1138
"A310717";"SWIC-Supported GIS Laptop";"T490";0;"";"";"";0;"A310717";"";"Unavailable to Loan";1;"";"";"";"";"Adrian Thomas <60342075.n5z6>";"";"Engineering";1471;"MJ0D117V";1139
"Assembly-204";"SWIC-Supported GIS Laptop";"T440
";0;"";"";"";0;"202527";"";"Missing/Lost";0;"";"";"";"Gholamhossein Beirami <60561171.cfjg>";"";"";"Assembly";1223;"";1140
"A310395";"SWIC-Supported GIS Laptop";"T490";1;"";"";"";0;"A310395";"";"Available to Loan";1;"";"";"";"";"";"";"Final Test";1369;"PF267KNM";1141
"Assembly-205";"SWIC-Supported GIS Laptop";"";1;"";"";"";0;"A301316";"";"Cleanroom Item";0;"";"";"";"";"";"";"Assembly";997;"";1142
"Assembly-153";"SWIC-Supported GIS Laptop";"T460";1;"Trevor Harmon";"";"";0;"A205777";"";"Cleanroom Item";0;"";"Nate Keesler <61871545.djir>";"";"";"Trevor Harmon <60342208.bhfy>";"";"Assembly";379;"";1143
"A310721";"SWIC-Supported GIS Laptop";"T490";0;"";"";"";0;"A310721";"";"Unavailable to Loan";0;"";"";"";"";"";"Alisa Scott <60353451.icei>";"Final Test";396;"MJ0D10H3";1144
"Assembly-206";"SWIC-Supported GIS Laptop";"T460";1;"";"";"";0;"A3000061";"";"Cleanroom Item";0;"";"";"Mav Blackwood <61991093.dx8e>";"";"";"";"Assembly";443;"";1145
"A310722";"SWIC-Supported GIS Laptop";"T490";0;"";"";"";0;"A310722";"";"Unavailable to Loan";1;"";"";"Evan Griffin <59833602.d79x>";"";"";"";"Assembly";1450;"";1146
"A310396";"SWIC-Supported GIS Laptop";"T490";0;"";"";"";0;"A310396";"";"Unavailable to Loan";1;"";"Chris Ellis <60340300.diay>";"";"";"";"";"Final Test";1363;"PF1CL9K2";1147
"Assembly-154";"SWIC-Supported GIS Laptop";"T460";1;"";"";"";0;"A205782";"";"Cleanroom Item";0;"";"";"";"";"Casey Light <62294272.dgyn>";"";"Assembly";378;"";1148
"Assembly-207";"SWIC-Supported GIS Laptop";"T460
";1;"";"";"";0;"A310043";"";"Cleanroom Item";0;"";"";"";"";"";"";"";1345;"";1149
"A310397";"SWIC-Supported GIS Laptop";"T490";0;"";"";"";0;"A310397";"";"Unavailable to Loan";1;"";"";"";"Ashraf Faroukh <60340291.bwas>";"";"";"Final Test";1370;"PF1CLKVR";1150
"Assembly-155";"SWIC-Supported GIS Laptop";"T460

";1;"";"";"";0;"A205752";"";"Cleanroom Item";0;"";"Israel Gabriel <61918073.duyw>";"Jeanny Jantarasri <63145446.bj7s>";"";"";"";"Assembly";420;"";1151
"A310398";"SWIC-Supported GIS Laptop";"T490";0;"";"";"";0;"A310398";"";"Unavailable to Loan";1;"";"Jason Alexander <60345723.hmv9>";"";"";"";"";"Final Test";1371;"PF1CKX2S";1152
"A310723";"SWIC-Supported GIS Laptop";"T490";0;"";"";"";0;"A310723";"";"Unavailable to Loan";1;"";"";"Kevin Bowman <60343524.dznr>";"";"";"";"Assembly";1453;"";1153
"Assembly-208";"SWIC-Supported GIS Laptop";"T460";0;"";"";"";0;"A205884";"";"Cleanroom Item";0;"";"Mason Berney <61876804.b44w>";"";"";"";"";"Assembly";497;"";1154
"Assembly-209";"SWIC-Supported GIS Laptop";"T460";0;"";"";"";0;"A205783";"";"Cleanroom Item";0;"";"";"";"Ben Wasilausky <62561583.cx6c>";"";"";"Assembly";498;"";1155
"Assembly-156";"SWIC-Supported GIS Laptop";"T460

";1;"";"";"";0;"A205890";"";"Cleanroom Item";0;"";"Scott Goodwin <62387596.cxpa>";"";"";"Kaleb Mccalister <60342212.dnuf>";"";"Assembly";421;"";1156
"A310401";"SWIC-Supported GIS Laptop";"T490";0;"";"";"";0;"A310401";"";"Unavailable to Loan";1;"";"";"";"";"Pouapheng Yang <59870651.c9gh>";"";"Assembly";1396;"";1157
"Assembly-210";"SWIC-Supported GIS Laptop";"T460";0;"";"";"";0;"A205471";"";"Cleanroom Item";0;"";"";"Richard Hillman <60498183.d5ht>";"Mony Keo <63138537.c5t5>";"";"";"Assembly";499;"";1158
"A310733";"SWIC-Supported GIS Laptop";"T490";0;"";"";"";0;"A310733";"";"Unavailable to Loan";1;"";"";"Mitch Wilder <60308688.c4wg>";"";"";"";"Final Test";1476;"MJ0D118V";1159
"A310734";"SWIC-Supported GIS Laptop";"T490";0;"";"";"";0;"A310734";"";"Unavailable to Loan";1;"";"Todd Weber <58269534.d3b5>";"";"";"";"";"Final Test";1472;"MJ0D116X";1160
"Assembly-211";"SWIC-Supported GIS Laptop";"T460";0;"";"";"";0;"A204901";"";"Cleanroom Item";0;"";"Kelsey Degan <61988014.bbeg>";"";"";"Jonathan Quirk <62294273.ctix>";"";"Assembly";500;"";1161
"Assembly-157";"SWIC-Supported GIS Laptop";"T460";1;"";"";"";0;"A205456";"";"Cleanroom Item";0;"";"";"Gabriel Rabauliman <62469108.cvci>";"";"";"";"Assembly";423;"";1162
"A310735";"SWIC-Supported GIS Laptop";"T490";0;"";"";"";0;"A310735";"";"Unavailable to Loan";1;"";"";"";"";"Daniel Yin <58394918.4m84>";"";"Final Test";1464;"MJ0D10FR";1163
"Assembly-158";"SWIC-Supported GIS Laptop";"T470

";1;"";"";"";0;"A205731";"";"Cleanroom Item";0;"";"Justin Meas <62845028.b2zr>";"Silvestre Vasquez <61988591.esu6>";"Robert Dickinson <63015992.bf8m>";"Brandon Westby <60342223.4m3k>";"";"Assembly";425;"";1164
"Assembly-212";"SWIC-Supported GIS Laptop";"T460";0;"";"";"";0;"";"";"Missing/Lost";0;"";"";"";"";"";"";"Assembly";501;"";1165
"Assembly-159";"SWIC-Supported GIS Laptop";"T460

";1;"";"";"";0;"A205770";"";"Cleanroom Item";0;"";"Armando Meraz <61966368.bx33>";"Jose Pascual-Gomez <57992737.bbry>";"";"Joseph Chavez <60358151.xpw3>";"";"Assembly";426;"";1166
"A310736";"SWIC-Supported GIS Laptop";"T490";0;"";"";"";0;"A310736";"";"Unavailable to Loan";1;"";"";"Travis Buroker <61881203.dcfh>";"";"";"";"Final Test";1475;"MJ0D10FY";1167
"Assembly-160";"SWIC-Supported GIS Laptop";"T460";1;"";"";"";0;"A301152";"";"Cleanroom Item";0;"";"Vidal Martin Juan <62260275.63ax>";"";"Enrico Melangco <60601836.d28k>";"Erick Ramirez <61914377.yuef>";"";"Assembly";433;"";1168
"Building L - 22";"SWIC-Supported GIS Laptop";"T460
BED - Xiaoyu(Michelle) Du";1;"";"";"";0;"A205769";"";"Cleanroom Item";0;"";"Geoff Allende <62649044.bcuk>";"Kevin Garcia <62858318.byug>";"Lance Wibben <62905309.d644>";"";"";"Assembly";1144;"pc0jwctg";1169
"A310737";"SWIC-Supported GIS Laptop";"T490";0;"";"";"";0;"A310737";"";"Unavailable to Loan";1;"";"";"";"";"Mitchem Jones <60342040.cvvc>";"";"Final Test";1469;"MJ0D118B";1170
"Building L - 24";"SWIC-Supported GIS Laptop";"T470";1;"";"";"";0;"A301168";"";"Cleanroom Item";0;"";"";"";"Colton Jumalon <60426950.c48n>";"";"";"Assembly";988;"pf0u5yls";1171
"A310738";"SWIC-Supported GIS Laptop";"T490";0;"";"";"";0;"A310738";"";"Unavailable to Loan";1;"";"";"";"Geoff McLain <60341841.d3kt>";"";"";"Final Test";1467;"MJ0D118C";1172
"Building L - 25";"SWIC-Supported GIS Laptop";"T440

In SWIC Cage ";1;"";"";"";0;"A202245";"";"Cleanroom Item";0;"";"";"";"Houshang Sedighi <62218639.vv5t>";"";"";"Assembly";516;"";1173
"A310739";"SWIC-Supported GIS Laptop";"T490";0;"";"";"";0;"A310739";"";"Unavailable to Loan";1;"";"";"Richard Wilson <59671951.6dvz>";"";"";"";"Final Test";1468;"MJ0D118Y";1174
"Assembly-213";"SWIC-Supported GIS Laptop";"T460";0;"";"";"";0;"";"";"Missing/Lost";0;"";"";"";"";"";"";"Assembly";897;"";1175
"Building L - 26";"SWIC-Supported GIS Laptop";"T440";1;"";"";"";0;"202247";"";"Available to Loan";0;"";"";"";"";"";"";"Assembly";518;"";1176
"Building L - 27";"SWIC-Supported GIS Laptop";"T440";1;"";"";"";0;"202502";"";"Available to Loan";0;"";"";"";"";"";"";"Assembly";525;"";1177
"Assembly-214";"SWIC-Supported GIS Laptop";"T450
";1;"";"";"";0;"A204137";"";"Available to Loan";1;"";"";"";"Zachary Tikhonoff <62640431.ddr9>";"";"Tony Pascoal <60341757.dnqe>";"Final Test";532;"";1178
"Building L - 28";"SWIC-Supported GIS Laptop";"T440
";1;"";"";"";0;"202267";"";"Available to Loan";0;"";"";"";"Travis Cate <63494667.dbaw>";"";"";"Assembly";522;"";1179
"Assembly-215";"SWIC-Supported GIS Laptop";"";0;"";"";"";0;"206469";"";"Cleanroom Item";0;"";"";"";"Jordan Turner <62395421.xxdx>";"Kamron Burke <63219445.shij>";"";"Assembly";1600;"pc0lfzbm";1180
"A310740";"SWIC-Supported GIS Laptop";"T490";0;"";"";"";0;"A310740";"";"Unavailable to Loan";1;"";"";"";"";"Alex Cooksley <60092469.krkj>";"";"Assembly";1456;"";1181
"Building L - 29";"SWIC-Supported GIS Laptop";"T440
";0;"";"";"";0;"202230";"";"Retired/Out of Service";0;"";"";"";"";"";"";"DOS";987;"";1182
"A310744";"SWIC-Supported GIS Laptop";"T490";0;"";"";"";0;"A310744";"";"Unavailable to Loan";1;"";"";"";"";"Lupe Arellano <58990222.bdsu>";"";"Final Test";1470;"MJ0D1178";1183
"Building L - 30";"SWIC-Supported GIS Laptop";"T460";1;"";"";"";0;"205746";"";"Cleanroom Item";0;"";"";"";"Jake Weiler <63043398.df62>";"";"";"Assembly";1344;"";1184
"Assembly-216";"SWIC-Supported GIS Laptop";"t470";0;"";"Assembly-216";"";0;"A301198";"Assembly-216";"Cleanroom Item";0;"";"Alec Dunn <60561271.dtnt>";"";"Nathan Aiken <61824580.bfhi>";"Luis Ocampo Vargas <60342178.c7mc>";"";"Assembly";954;"pf0u2qa5";1185
"A310756";"SWIC-Supported GIS Laptop";"T490";0;"";"";"";0;"A310756";"";"Unavailable to Loan";1;"";"David Halvorson <60340304.5tsb>";"";"";"";"";"Assembly";1455;"";1186
"Building L - 31";"SWIC-Supported GIS Laptop";"T460";0;"";"";"";0;"205862";"";"In GIS for Repair";0;"";"";"";"";"";"";"Assembly";1343;"";1187
"Building L - 32";"SWIC-Supported GIS Laptop";"T450
";1;"";"";"";0;"203799";"";"Cleanroom Item";0;"";"";"";"";"";"";"Assembly";1373;"S/N PC-07DX99";1188
"A310757";"SWIC-Supported GIS Laptop";"T14";0;"";"";"";0;"A310757";"";"Unavailable to Loan";1;"";"Justin Cochran <60429283.caw8>";"";"";"";"";"Final Test";1492;"PF23AZBY";1189
"Assembly-220";"SWIC-Supported GIS Laptop";"";0;"";"";"";0;"A301319";"";"Cleanroom Item";0;"";"";"Imu Felleke <61463633.bvwm>";"Sylvain Cecile <62737803.bftu>";"";"";"Assembly";803;"";1190
"Building L - 33";"SWIC-Supported GIS Laptop";"T450
In SWIC";1;"";"";"";0;"204428";"";"Cleanroom Item";0;"";"";"Devron Watson <62363805.duya>";"Jordan Westphal <60343909.dz8a>";"";"";"Assembly";1374;"";1191
"Building L - 34";"SWIC-Supported GIS Laptop";"T450
";1;"";"";"";0;"204218";"";"Cleanroom Item";0;"";"";"Nader Morgan <62395563.fitg>";"Jeffrey Benson <63478612.bpsw>";"";"";"Assembly";1376;"";1192
"AssemblyFlexLead01";"SWIC Cart";"Dock Number - C5504
Dock Key - 8B50
Cable Key - XG0960


Built for Assembly with new dock, dual monitor";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";1614;"";1193
"Building L - 35";"SWIC-Supported GIS Laptop";"T460
";1;"";"";"";0;"3000406";"";"Cleanroom Item";0;"";"Traci Tafelmeyer <62359947.bsxz>";"";"Gray Poe <62378130.dwq8>";"";"";"Assembly";1362;"";1194
"A310782";"SWIC-Supported GIS Laptop";"T14";1;"";"";"";0;"A310782";"";"Available to Loan";1;"";"";"";"";"";"";"Final Test";1498;"";1195
"AssemblyFlexLead02";"SWIC Cart";"Dock Number - C5731
Dock Key - 8B73
Cable Key - XJ3087


Built for Assembly with new dock, dual monitor";1;"";"";"";0;"";"";"Cleanroom Item";0;"";"";"";"";"";"";"";1615;"";1196
"Building L - 36";"SWIC-Supported GIS Laptop";"T460";1;"";"";"";0;"A206842";"";"Cleanroom Item";0;"";"";"Spencer Marlow <62845027.pw8e>";"Houshang Sedighi <62218639.vv5t>";"";"";"Assembly";451;"";1197
"A310857";"SWIC-Supported GIS Laptop";"T14";0;"";"";"";0;"A310857";"";"Unavailable to Loan";1;"";"Joseph Snyder <60527930.bvf3>";"";"";"";"";"Final Test";1488;"PF23B1DV";1198
"Building L - 37";"SWIC-Supported GIS Laptop";"T460";1;"";"";"";0;"A206845";"";"Cleanroom Item";0;"";"";"";"";"";"";"Assembly";448;"";1199
"ATAC01";"SWIC Cart";"K-Key: X81216
Dock Key: 3A55";0;"";"";"";0;"";"";"Unavailable to Loan";0;"";"";"";"";"";"";"";138;"Chase: 1034020-0618-ACI2000906";1200
"Assembly-161";"SWIC-Supported GIS Laptop";"T460

";0;"";"";"";0;"A205766";"";"Missing/Lost";0;"";"Armiyas Ashenafi <62486921.mzxd>";"";"";"Rik Bernal <60343522.b8t4>";"";"Assembly";419;"";1201
"A310924";"SWIC-Supported GIS Laptop";"T14";0;"";"";"";0;"A310924";"";"Unavailable to Loan";1;"";"";"";"";"Kathy May <62311310.cnin>";"";"Final Test";1500;"PF29SMGX";1202
"Building L - 38";"SWIC-Supported GIS Laptop";"Loaned to Tanner Hatch for training (2 weeks)";0;"";"";"";0;"A205768";"";"Cleanroom Item";0;"";"";"";"Wade Cook <62225537.dybj>";"";"Tanner Hatch <61883173.d4zf>";"Assembly";1193;"PC0JWCJE";1203
"Assembly-162";"SWIC-Supported GIS Laptop";"T470";1;"";"";"";0;"A301144";"";"Cleanroom Item";0;"";"Uegean Marshall <62260274.df35>";"Bruce Stadelman <62213649.u66r>";"";"";"";"Assembly";424;"";1204
"ATAC02";"SWIC Cart";"K-Key: L45279
Dock Key: 3A53
Note: SW key not working and keeps asking for admin permission";0;"";"";"";0;"";"";"In DOS for Repair";0;"";"";"";"";"";"";"";139;"Chase: 1034020-0518-ACI1004356";1205
"Building L - 39";"SWIC-Supported GIS Laptop";"T460
";1;"";"";"";0;"A205466";"";"Cleanroom Item";0;"";"";"";"Sandra Verduzco Jaimes <61952316.dpmk>";"";"";"Assembly";1657;"";1206
"Assembly-163";"SWIC-Supported GIS Laptop";"T460

";1;"";"";"";0;"A205761";"";"Cleanroom Item";0;"";"Zain Asaad Kamal <61976759.dvdy>";"";"";"Reuben Eliason <62075638.dsu6>";"";"Assembly";432;"pc0jwcub";1207
"A310925";"SWIC-Supported GIS Laptop";"";0;"";"";"";0;"A310925";"";"Unavailable to Loan";1;"";"";"";"";"Brody Yarbor <60343923.e2y4>";"";"";1499;"PF29SMDR";1208
"Building L - 40";"SWIC-Supported GIS Laptop";"";1;"";"";"";0;"3000056";"";"Cleanroom Item";0;"";"Stephanie Harris <63482382.d9zc>";"Garret Kanehira <62894928.cd3c>";"";"";"";"Assembly";1422;"PC0LFZDL";1209
"ATAC03";"SWIC Cart";"K-Key: L54101
Dock Key: 3B56
On hold to be used for Sam Ye";0;"";"2208691C";"91A";0;"";"2208691C";"Unavailable to Loan";0;"";"";"";"";"";"";"";140;"Chase: 1034020-0518-ACI1004113";1210
"Building L - 41";"SWIC-Supported GIS Laptop";"";1;"";"";"";0;"206843";"";"Cleanroom Item";0;"";"Misael Hatton <62737807.jt3c>";"";"Robert Kollenborn <63032897.csxu>";"";"";"Assembly";1399;"PC0LFZMQ";1211
"Assembly-164";"SWIC-Supported GIS Laptop";"T460
";0;"";"";"";0;"A306723";"";"Missing/Lost";0;"";"Ken Helton <61915309.c32r>";"";"";"Jan Val Dayap <59671725.cdqj>";"";"Assembly";431;"";1212
"Building L - 42";"SWIC-Supported GIS Laptop";"";1;"";"";"";0;"A3000022";"";"Cleanroom Item";0;"";"";"";"";"";"";"Assembly";1015;"";1213
"A310926";"SWIC-Supported GIS Laptop";"";0;"";"";"";0;"A310926";"";"Unavailable to Loan";1;"";"";"";"";"Joshua Parks <60340245.bfhc>";"";"";1501;"PF23922Y";1214
"ATAC04";"SWIC Cart";"K-Key: L66655
Dock Key: 3B26
";0;"";"2230121B";"64T";0;"";"2230121B";"Unavailable to Loan";0;"";"";"";"";"";"";"";141;"Chase: 1034020-0618-ACI2000899";1215
"Building L - 43";"SWIC-Supported GIS Laptop";"T460";1;"";"";"";0;"A204991";"";"Cleanroom Item";0;"";"";"Massuma Hassan <61988300.bzsu>";"";"Jan Val Dayap <59671725.cdqj>";"";"Assembly";560;"";1216
"A310927";"SWIC-Supported GIS Laptop";"";1;"";"";"";0;"A310927";"";"Cleanroom Item";0;"";"";"";"Ron Reed <60222330.tyzi>";"";"";"";1502;"PF239KE1";1217
